HD_67ab2140-1435-47c1-a6b8-b36f03f5d186_156	Loss	[253592.64786438225, 80904.02859555985, 17401.672146476834, 4979.977637095802, 4459.652626538369, 3465.0236467633927, 3020.6160054446186, 2682.0633606192687, 2402.8949365799954, 2171.1347722233954, 1977.1678938110822, 1807.7350635896778, 1660.6711567175435, 1534.7954341932614, 1417.636030631636, 1315.8918339202762, 1226.7611927636342, 1147.6332871131456, 1076.9104925325018, 1015.0711582728794, 959.4945186187862, 910.7775395809454, 864.9288874445734, 825.8223803899463, 792.5074323853011, 757.2825934804084, 727.4107941734285, 701.3210025036196, 678.0649020515353, 652.5728222467725, 632.9897981739413, 612.8634410254283, 595.0628557242021, 578.8004936306633, 561.9896505348471, 547.9229206099934, 534.2641804227497, 523.7596357780074, 509.30346467596223, 498.01638805728163, 487.0192706133868, 476.88836151476534, 467.5969618867263, 459.2552471381817, 448.7021070797011, 441.291675700184, 431.87070821519063, 423.99890454855665, 415.75169590541293, 409.52609653546546, 401.136375397789, 394.28280839956864, 387.6499658533045, 381.7553389265731, 374.7417788708072, 368.7603844602136, 362.2194797118198, 356.5499294678677, 349.816248006342, 344.3841438440743, 340.1431386351125, 333.10454579946156, 328.355608612414, 324.3706273848486, 318.2080358556799, 315.3312121063586, 309.4909772246961, 304.98552082312153, 298.2830043483425, 293.5876487231163, 290.16515223676174, 286.46815302197075, 280.022976319302, 276.04901341029574, 271.85062935729746, 268.7740811970243, 263.79543383977585, 259.63287247469987, 260.90647729115136, 256.1433602704965, 248.80096830272305, 245.22246336476684, 241.63433608125075, 313.07277146269456, 2376.5457099119208, 3604.9329829271237, 924.7997090107685, 228.42173725849872, 221.93277996755475, 246.02741450600644, 242.1862462459844, 227.1272841052199, 228.90480489252155, 751.7041001485582, 10048.934374245897, 435.76016011477435, 701.8761353953005, 424.5690499677621, 196.081030002432, 195.58597049197635, 191.19671348071006, 187.12344643139932, 186.86868074041536, 184.578423577386, 331.9345944673398, 784.147235178119, 4076.9491329708617, 2974.4450645888633, 360.9638128685675, 188.54867901304974, 216.92365662563722, 177.03860827118274, 169.58618582353628, 164.40257092332288, 165.42741158385994, 185.82564618320538, 164.9299976245777, 1448.9681382344957, 319.3351615994133, 2399.693188759351, 7177.546694015444, 269.26660132684304, 2808.0004402072273, 496.5830629562319, 962.7141127420668, 3441.7552061338683, 3171.7657984435327, 394.07764602720044, 190.5150752122798, 215.45496754296497, 266.2500390601434, 232.15522165187997, 16056.358179747827, 170.43531110019757, 500.7328567799454, 403.2725732280481, 139.30245485637178, 148.88920602098855, 950.2055746542441, 2330.8517962717183, 8120.799009109556, 1645.4486244231118, 1750.8053963561777, 328.4131295340402, 751.5348463610793, 139.7427849493432, 127.67436003224731, 545.4005251851321, 2272.8104705221403, 1877.571089225386]
HD_67ab2140-1435-47c1-a6b8-b36f03f5d186_156	Accuracy	[0.5437346696853638, 0.4790218770503998, 0.539148211479187, 0.4920673966407776, 0.4895401895046234, 0.493120402097702, 0.49104949831962585, 0.4943605959415436, 0.4925236999988556, 0.49368199706077576, 0.4947701096534729, 0.4950040876865387, 0.4945361018180847, 0.49651339650154114, 0.4945712089538574, 0.4954954981803894, 0.49536678194999695, 0.4940564036369324, 0.49471160769462585, 0.49491050839424133, 0.4959634840488434, 0.4934011995792389, 0.49414998292922974, 0.4966889023780823, 0.49196210503578186, 0.4935532808303833, 0.49742600321769714, 0.4933660924434662, 0.49207907915115356, 0.4942435920238495, 0.49926289916038513, 0.4976249039173126, 0.4980227053165436, 0.49838539958000183, 0.49639639258384705, 0.4967122972011566, 0.4969111979007721, 0.49651339650154114, 0.4973323941230774, 0.49868959188461304, 0.49856090545654297, 0.49533170461654663, 0.49978938698768616, 0.49605709314346313, 0.4959869086742401, 0.4950743019580841, 0.49604541063308716, 0.4995904862880707, 0.49502748250961304, 0.49693459272384644, 0.4965251088142395, 0.4990406036376953, 0.4993447959423065, 0.4980227053165436, 0.4951561987400055, 0.49417340755462646, 0.49712181091308594, 0.4973791837692261, 0.4970282018184662, 0.4985960125923157, 0.4962559938430786, 0.4989587068557739, 0.4975897967815399, 0.493061900138855, 0.5004913806915283, 0.4974727928638458, 0.492664098739624, 0.4965601861476898, 0.49902889132499695, 0.49968409538269043, 0.5013923048973083, 0.5021176934242249, 0.49810460209846497, 0.49845558404922485, 0.4980928897857666, 0.4998362064361572, 0.4971802830696106, 0.49911078810691833, 0.4887796938419342, 0.4968293011188507, 0.5011582970619202, 0.501813530921936, 0.5025038123130798, 0.5256815552711487, 0.544506847858429, 0.4542997479438782, 0.45495495200157166, 0.5081315040588379, 0.49739089608192444, 0.4790920913219452, 0.4802035689353943, 0.5144495368003845, 0.482134073972702, 0.4554697573184967, 0.45434656739234924, 0.5374049544334412, 0.5428454279899597, 0.4580671489238739, 0.4889317750930786, 0.5084590911865234, 0.48906049132347107, 0.501439094543457, 0.48951679468154913, 0.5041534900665283, 0.4629226624965668, 0.4547560513019562, 0.4543933570384979, 0.5449397563934326, 0.4598572552204132, 0.5199602246284485, 0.4793611764907837, 0.5140751004219055, 0.5030888319015503, 0.5050076246261597, 0.5104364156723022, 0.47334736585617065, 0.4845793843269348, 0.45411255955696106, 0.5181116461753845, 0.5439218282699585, 0.45438164472579956, 0.5329121351242065, 0.5449046492576599, 0.5429624319076538, 0.5440739393234253, 0.5451620221138, 0.4542178511619568, 0.5422136187553406, 0.4709722697734833, 0.5042471289634705, 0.516625702381134, 0.5382941365242004, 0.5455715656280518, 0.5288756489753723, 0.4550953507423401, 0.4553176462650299, 0.49165788292884827, 0.4741195738315582, 0.5373464226722717, 0.45431146025657654, 0.45438164472579956, 0.5440622568130493, 0.5451035499572754, 0.4548613429069519, 0.4542178511619568, 0.515186607837677, 0.49129518866539, 0.5437697172164917, 0.45449864864349365, 0.5450567603111267]
HD_67ab2140-1435-47c1-a6b8-b36f03f5d186_156	AUC	[0.5055885314941406, 0.5060573220252991, 0.505669116973877, 0.5059457421302795, 0.5057810544967651, 0.5053824186325073, 0.5048599243164062, 0.5044611096382141, 0.5040870308876038, 0.5037452578544617, 0.5034420490264893, 0.5031731724739075, 0.5029381513595581, 0.5027350783348083, 0.5025455355644226, 0.5023595690727234, 0.5021936893463135, 0.5020280480384827, 0.5018618702888489, 0.5017113089561462, 0.5015558004379272, 0.5013983845710754, 0.501232385635376, 0.5010923147201538, 0.500952959060669, 0.5008152723312378, 0.5006987452507019, 0.5005823373794556, 0.5004655122756958, 0.5003534555435181, 0.5002692937850952, 0.5001944303512573, 0.5001213550567627, 0.5000538229942322, 0.4999830722808838, 0.4999110698699951, 0.49984487891197205, 0.49978241324424744, 0.4997215270996094, 0.4996713101863861, 0.49962490797042847, 0.4995765686035156, 0.49952980875968933, 0.4994872808456421, 0.4994432032108307, 0.49940225481987, 0.4993605315685272, 0.499328076839447, 0.49929749965667725, 0.49925994873046875, 0.49922969937324524, 0.4992002248764038, 0.499173641204834, 0.4991506338119507, 0.4991244971752167, 0.4990929663181305, 0.4990650415420532, 0.4990401864051819, 0.49901872873306274, 0.49899569153785706, 0.49897781014442444, 0.4989575147628784, 0.49894076585769653, 0.4989188313484192, 0.4988952875137329, 0.49888160824775696, 0.49886369705200195, 0.49883806705474854, 0.49882349371910095, 0.49881094694137573, 0.4987982213497162, 0.49878767132759094, 0.49877601861953735, 0.49876686930656433, 0.4987524747848511, 0.498740017414093, 0.49872922897338867, 0.4987172484397888, 0.498708575963974, 0.4986938536167145, 0.4986831545829773, 0.4986770749092102, 0.498670756816864, 0.4986840486526489, 0.49881261587142944, 0.4988497197628021, 0.49870264530181885, 0.49860572814941406, 0.49861833453178406, 0.4985983073711395, 0.49857720732688904, 0.4985724091529846, 0.49857091903686523, 0.49848848581314087, 0.498369425535202, 0.4983421564102173, 0.49843478202819824, 0.4984675347805023, 0.49843284487724304, 0.4984355866909027, 0.4984349310398102, 0.4984303116798401, 0.49842941761016846, 0.49842363595962524, 0.4984131455421448, 0.498327374458313, 0.4982059597969055, 0.4981909990310669, 0.49824631214141846, 0.49822163581848145, 0.4982225000858307, 0.4982185959815979, 0.4982229471206665, 0.49822553992271423, 0.49823319911956787, 0.4982292056083679, 0.4982231855392456, 0.4981531500816345, 0.4981449246406555, 0.4982213079929352, 0.49819332361221313, 0.4981502890586853, 0.49825048446655273, 0.498363733291626, 0.49847012758255005, 0.49860215187072754, 0.4986444115638733, 0.498638391494751, 0.49868065118789673, 0.4986729621887207, 0.4986766576766968, 0.49869370460510254, 0.498789519071579, 0.49885958433151245, 0.49882596731185913, 0.49875032901763916, 0.49871936440467834, 0.4987136423587799, 0.4987182021141052, 0.4986678659915924, 0.49857109785079956, 0.4985644817352295, 0.49866488575935364, 0.49869662523269653, 0.4986056387424469, 0.4985730051994324, 0.4985730051994324, 0.4986112713813782, 0.49859488010406494, 0.4986133277416229]
HD_67ab2140-1435-47c1-a6b8-b36f03f5d186_156	Train Loss	[584794.2391478372, 112953.34575882068, 30956.729297252597, 10001.351841450429, 5362.195683253912, 4185.232242988008, 3529.2247889699884, 3092.0924299414346, 2753.4245480389454, 2471.3605388274455, 2232.55228692152, 2028.450455973032, 1852.4250100653433, 1697.446577924873, 1562.691725143204, 1442.335044953027, 1336.2522193315008, 1242.6302248335737, 1159.5578953709332, 1085.7492747170847, 1020.1825331719732, 961.6869493856011, 908.8551618632284, 861.6117580555787, 821.1990163221401, 782.9065764156617, 746.5758327744098, 714.8257470183928, 686.9260013187605, 659.5457472803513, 635.1642583788968, 613.2029350800697, 592.072737032345, 573.2666422132711, 555.7957607322755, 539.0565963309995, 523.9951538410436, 509.96105822807004, 496.3010134579422, 483.26376515347465, 471.2258553152329, 460.13292642835836, 449.86915016819626, 439.16347442081207, 429.7009997139696, 420.95679898305815, 411.7978242751537, 403.2232967356428, 394.94535626300353, 387.3561690613058, 379.72570912880616, 372.2570393683543, 365.34773019133354, 359.2518477958432, 352.24639085757667, 345.879229936927, 339.4129048527699, 333.3945566198571, 327.5792624988436, 321.81510918655505, 316.57731723554934, 311.2590515372717, 305.7070680362928, 302.36103075192483, 296.9705044731188, 290.6282513094386, 285.65054905385773, 281.31691541713235, 276.0960637604689, 271.80213929697646, 266.75945968959803, 262.51826824411324, 258.4587325496683, 254.49014240926795, 249.47781262920927, 245.44005745122143, 242.44995943920344, 237.60802945357813, 235.7396891516957, 234.30028352880316, 228.1463672606596, 222.95735785741056, 219.48093138114447, 239.78357904138284, 630.601584329877, 9239.007964984641, 2203.2531156692025, 546.7841891716965, 350.1045569101355, 280.3182579545712, 225.85742706697076, 202.74476899358604, 195.05449144410417, 300.17778095523767, 6332.339867113868, 6145.78291550162, 2141.7579010142513, 637.6291945371264, 235.77935156769198, 197.10165551297615, 176.8216546908158, 168.50284029562846, 168.94209008564863, 183.58393500702803, 213.88646165894792, 334.7694646836249, 8939.441478229595, 8002.090244195495, 1610.2615977711814, 586.8920583821772, 315.2175007262859, 195.79535794891902, 151.09016179508376, 148.57219015705004, 146.5700690526211, 154.11952607720414, 151.59547280504717, 420.9884591044983, 9779.753516026198, 6764.5815192508835, 3275.434049020936, 2128.3984264523124, 1091.1870365133605, 880.3182535295962, 391.9885038114965, 9279.822722223429, 8070.985348730516, 1586.6458416768696, 538.8909886149521, 279.56289281978763, 207.37687172020847, 161.1225582028772, 3971.3566295094624, 4348.151721436255, 1343.452596230228, 640.1897538536813, 215.72675090068893, 214.90404059519338, 437.32385666903923, 732.3246974733038, 9538.6678269148, 8165.23202415824, 2778.216380868343, 2993.606797776515, 1894.6677312615875, 353.72538069240596, 314.04409244292134, 557.5268864435756, 1113.0184752149476, 985.5301517359354]
HD_67ab2140-1435-47c1-a6b8-b36f03f5d186_156	Train Accuracy	[0.504459798336029, 0.4990318715572357, 0.5003793239593506, 0.5019113421440125, 0.5070961117744446, 0.5048025250434875, 0.5026319026947021, 0.5018264055252075, 0.5010970234870911, 0.5015158653259277, 0.5010676980018616, 0.5013196468353271, 0.5013430714607239, 0.5008450746536255, 0.5006312727928162, 0.5005433559417725, 0.5005550980567932, 0.5008216500282288, 0.5004672408103943, 0.5000776052474976, 0.4998755156993866, 0.49998974800109863, 0.49942731857299805, 0.49957966804504395, 0.4994097650051117, 0.4994654059410095, 0.49919593334198, 0.4986979365348816, 0.4989030063152313, 0.4984811842441559, 0.4985954165458679, 0.49902603030204773, 0.4984753429889679, 0.4984811842441559, 0.4984694719314575, 0.4985046088695526, 0.49839329719543457, 0.49871259927749634, 0.498009592294693, 0.4987243115901947, 0.4985456168651581, 0.4986627995967865, 0.4983552396297455, 0.4982966482639313, 0.4984079599380493, 0.49851635098457336, 0.49793341755867004, 0.4983522891998291, 0.4983815848827362, 0.4980330169200897, 0.4984548091888428, 0.49815604090690613, 0.49805352091789246, 0.49858957529067993, 0.4986950159072876, 0.49817946553230286, 0.4983815848827362, 0.4978865385055542, 0.49883854389190674, 0.4989498555660248, 0.4982907772064209, 0.49868038296699524, 0.4985309839248657, 0.49874773621559143, 0.498012512922287, 0.49836695194244385, 0.49840208888053894, 0.498129665851593, 0.49818533658981323, 0.49842554330825806, 0.4981619119644165, 0.49787482619285583, 0.498510479927063, 0.4985368549823761, 0.49802422523498535, 0.49820584058761597, 0.49833765625953674, 0.49812090396881104, 0.49873602390289307, 0.498507559299469, 0.49802422523498535, 0.498320072889328, 0.49774301052093506, 0.4969140291213989, 0.49911391735076904, 0.5063667297363281, 0.5037479400634766, 0.4987536072731018, 0.5002357959747314, 0.4993863105773926, 0.4959561824798584, 0.4964248538017273, 0.49879753589630127, 0.4990670382976532, 0.5006458759307861, 0.49774008989334106, 0.4974881708621979, 0.5033144354820251, 0.4987799823284149, 0.49674999713897705, 0.49973490834236145, 0.4977664649486542, 0.4985719919204712, 0.49724796414375305, 0.5000835061073303, 0.49696382880210876, 0.49951228499412537, 0.48900213837623596, 0.4969579875469208, 0.49519163370132446, 0.5022745728492737, 0.4963926374912262, 0.49793341755867004, 0.4988239109516144, 0.49786898493766785, 0.49914613366127014, 0.49684372544288635, 0.4993804693222046, 0.5002768039703369, 0.4975965619087219, 0.5081769824028015, 0.49669140577316284, 0.5002709627151489, 0.500871479511261, 0.5013547539710999, 0.49998095631599426, 0.5097411870956421, 0.5018117427825928, 0.5032821893692017, 0.4955870807170868, 0.4979451298713684, 0.49814140796661377, 0.4997788369655609, 0.503469705581665, 0.49927207827568054, 0.4997202455997467, 0.49811503291130066, 0.4996909499168396, 0.49790120124816895, 0.502180814743042, 0.5004349946975708, 0.4989323019981384, 0.4985924959182739, 0.5012668967247009, 0.5003295540809631, 0.4983493685722351, 0.5021222233772278, 0.4977547228336334, 0.5016828775405884, 0.49730655550956726]
HD_67ab2140-1435-47c1-a6b8-b36f03f5d186_156	Train AUC	[0.49791479110717773, 0.5071013569831848, 0.5050859451293945, 0.5066897869110107, 0.5061890482902527, 0.5055432319641113, 0.5051037669181824, 0.504645586013794, 0.504296600818634, 0.5039049386978149, 0.5036066770553589, 0.5033292770385742, 0.5030819773674011, 0.5028414726257324, 0.5026664137840271, 0.5024665594100952, 0.5023050308227539, 0.502136766910553, 0.5019693374633789, 0.501804769039154, 0.5016400218009949, 0.5015040636062622, 0.501333475112915, 0.5011777877807617, 0.5010460019111633, 0.5008952021598816, 0.5007604956626892, 0.5006563663482666, 0.500542402267456, 0.500415563583374, 0.500319242477417, 0.5002413392066956, 0.5001653432846069, 0.5000921487808228, 0.5000331997871399, 0.4999532103538513, 0.49988114833831787, 0.49982184171676636, 0.4997587203979492, 0.4996979832649231, 0.49965792894363403, 0.4996076822280884, 0.4995567202568054, 0.4995169937610626, 0.4994780421257019, 0.49942880868911743, 0.49938759207725525, 0.499349445104599, 0.4993254542350769, 0.49928122758865356, 0.4992477297782898, 0.49921855330467224, 0.49919670820236206, 0.4991688132286072, 0.49914777278900146, 0.4991116225719452, 0.4990876317024231, 0.4990593194961548, 0.4990369975566864, 0.4990147352218628, 0.49899303913116455, 0.4989684224128723, 0.4989531636238098, 0.49893635511398315, 0.49891066551208496, 0.49889296293258667, 0.49888065457344055, 0.49885332584381104, 0.49883320927619934, 0.4988219141960144, 0.49880826473236084, 0.4987961947917938, 0.49878767132759094, 0.4987749457359314, 0.4987620413303375, 0.49874722957611084, 0.498740553855896, 0.49872449040412903, 0.49872106313705444, 0.4987030625343323, 0.4986896216869354, 0.4986834228038788, 0.4986765682697296, 0.4986710548400879, 0.49870920181274414, 0.49892693758010864, 0.4987717568874359, 0.4986189305782318, 0.4986189305782318, 0.498616099357605, 0.49858760833740234, 0.49856802821159363, 0.498581200838089, 0.49856606125831604, 0.4984453320503235, 0.49829649925231934, 0.4983627200126648, 0.49849754571914673, 0.4984414875507355, 0.49843356013298035, 0.4984421730041504, 0.49843329191207886, 0.4984355866909027, 0.49842727184295654, 0.49842971563339233, 0.49839550256729126, 0.4982832074165344, 0.49810680747032166, 0.49826350808143616, 0.4982261657714844, 0.49822866916656494, 0.4982183575630188, 0.49822452664375305, 0.4982255697250366, 0.4982309937477112, 0.49823686480522156, 0.4982263743877411, 0.4982214570045471, 0.4981136620044708, 0.4981536567211151, 0.49827367067337036, 0.4981371760368347, 0.49817147850990295, 0.49831849336624146, 0.4984080195426941, 0.49852699041366577, 0.49870115518569946, 0.4985997974872589, 0.4986783564090729, 0.49867725372314453, 0.49867507815361023, 0.4986807107925415, 0.4987107515335083, 0.49885037541389465, 0.49885979294776917, 0.49878060817718506, 0.49872568249702454, 0.4987199306488037, 0.4987090528011322, 0.49873098731040955, 0.49862468242645264, 0.4985162317752838, 0.49860334396362305, 0.4987281858921051, 0.498662531375885, 0.49856752157211304, 0.4985753893852234, 0.4985732436180115, 0.4986526668071747, 0.49854812026023865]
HD_67ab2140-1435-47c1-a6b8-b36f03f5d186_156	Final test loss	3.5025212870573625
HD_67ab2140-1435-47c1-a6b8-b36f03f5d186_156	Final test AUC	0.49870923161506653
HD_67ab2140-1435-47c1-a6b8-b36f03f5d186_156	Final test accuracy	0.5450567603111267
HD_67ab2140-1435-47c1-a6b8-b36f03f5d186_155	Loss	[7.4950708045002115, 6.665010710020323, 6.0923939773014615, 5.643594247493965, 5.2261846185190795, 4.8484463286676, 4.562541815304848, 4.408023675896486, 4.2660727178728255, 4.137401752490335, 4.021397823072308, 3.898513095259206, 3.7868447662780644, 3.6773782789016782, 3.572380870925874, 3.4718995117312694, 3.373789185262555, 3.2773130128742647, 3.18546727863518, 3.088411062380522, 2.9976225810621697, 2.9126215376909177, 2.826805861300023, 2.7449883029267594, 2.661361231306805, 2.583469227013901, 2.506992050579616, 2.433328227186755, 2.362506217938132, 2.292755857857958, 2.224683566443248, 2.1618885743111718, 2.0992519820979205, 2.038578049326495, 1.9783076222798999, 1.9255620073167514, 1.8675985327098361, 1.8137173993246896, 1.7644731841952643, 1.7208463443752422, 1.6696364239836292, 1.6228532855575148, 1.5817664884692453, 1.5392435837436367, 1.500751803970705, 1.4657522101660032, 1.428080409420043, 1.3951549076665783, 1.3631234562535084, 1.3323649490201794, 1.3043683884686945, 1.2765868973547887, 1.2516955395002622, 1.2268487597064162, 1.2045765387965905, 1.1839249497675066, 1.1652208552857624, 1.1462691964790168, 1.1300051239926843, 1.1182836906330005, 1.10170394780553, 1.0897009165590794, 1.0778156318719783, 1.068964588250893, 1.0602511130704844, 1.0506015537328242, 1.0435392120169857, 1.0370416921998544, 1.031236402546577, 1.0270938455598235, 1.0221194636407507, 1.0172972252240051, 1.0140538081008956, 1.0131887635899326, 1.0085326396360361, 1.0077002368378363, 1.006095544366763, 1.0029009724445785, 1.001964991617387, 0.9988380459975091, 0.9997401586140445, 0.9969681738426326, 0.9960759921883985, 0.9952188945414937, 0.9933680278684182, 0.9925192535844088, 0.9927171452625377, 0.9908921407916831, 0.989705120389526, 0.9906924533797967, 0.9883055121972294, 0.9874620609071724, 0.9872996665566124, 0.9858091960312316, 0.9852826775961401, 0.98530825938037, 0.9842452851041403, 0.9850508232374449, 0.9825634926442474, 0.9825180811541421, 0.9855546602641293, 0.9807997092777238, 0.9797933369759887, 0.9798512929424816, 0.9782920612101389, 0.9784295692407027, 0.9771384711891528, 0.97704885756187, 0.9760575119592969, 0.9750111160591303, 0.9755999746239784, 0.9739336301231016, 0.9737837076417267, 0.9730753001098927, 0.9722477542847741, 0.9713686294997521, 0.9712382655116122, 0.970371192371523, 0.9718583933865241, 0.9702613197238289, 0.9685804437716495, 0.9691018670452147, 0.9681547592505525, 0.968232418119217, 0.9681379324450916, 0.9664784131363092, 0.9661304538774674, 0.965336434514366, 0.9652396272508335, 0.9640947089001939, 0.9632815177836473, 0.9634129663922152, 0.9624178904364008, 0.9619124009342267, 0.9616069220668101, 0.9609511127573183, 0.9606379056529188, 0.9608485488127557, 0.9607584741124775, 0.9594118330469463, 0.9594494939770938, 0.9588491486306356, 0.9580011964994968, 0.95770835243597, 0.9574180252303488, 0.95891397823238, 0.956961301993219, 0.9560260815279824, 0.9561615505734006, 0.9556905311967415]
